0,sub_region_1,country,date,humidity,sun_hour,temp
1,,Afghanistan,23/01/20,59,8.7,-3
2,,Afghanistan,24/01/20,71,7.1,0
3,,Afghanistan,25/01/20,79,8.7,0
4,,Afghanistan,26/01/20,64,8.7,-1
5,,Afghanistan,27/01/20,66,8.7,-1
6,,Afghanistan,28/01/20,59,8.7,-2
7,,Afghanistan,29/01/20,56,8.7,-3
8,,Afghanistan,30/01/20,66,8.7,-2
9,,Afghanistan,31/01/20,70,4,-1
10,,Afghanistan,01/02/20,60,8.7,-1
11,,Afghanistan,02/02/20,57,8.7,-1
12,,Afghanistan,03/02/20,73,4,0
13,,Afghanistan,04/02/20,89,4,-1
14,,Afghanistan,05/02/20,70,8.7,-2
15,,Afghanistan,06/02/20,57,7.1,-1
16,,Afghanistan,07/02/20,50,8.7,-1
17,,Afghanistan,08/02/20,45,8.7,4
18,,Afghanistan,09/02/20,48,8.7,3
19,,Afghanistan,10/02/20,65,7.2,1
20,,Afghanistan,11/02/20,97,4.1,1
21,,Afghanistan,12/02/20,99,4.1,1
22,,Afghanistan,13/02/20,81,4.1,6
23,,Afghanistan,14/02/20,38,8.7,2
24,,Afghanistan,15/02/20,39,8.7,5
25,,Afghanistan,16/02/20,39,8.7,1
26,,Afghanistan,17/02/20,33,8.7,5
27,,Afghanistan,18/02/20,41,8.7,7
28,,Afghanistan,19/02/20,49,8.7,5
29,,Afghanistan,20/02/20,55,7.2,6
30,,Afghanistan,21/02/20,50,8.7,7
31,,Afghanistan,22/02/20,51,8.7,9
32,,Afghanistan,23/02/20,47,8.7,11
33,,Afghanistan,24/02/20,47,8.7,11
34,,Afghanistan,25/02/20,50,8.7,10
35,,Afghanistan,26/02/20,42,8.7,13
36,,Afghanistan,27/02/20,59,8.7,14
37,,Afghanistan,28/02/20,70,4.2,12
38,,Afghanistan,29/02/20,74,7.2,9
39,,Afghanistan,01/03/20,65,8.7,13
40,,Afghanistan,02/03/20,46,8.7,16
41,,Afghanistan,03/03/20,39,8.7,14
42,,Afghanistan,04/03/20,75,5.7,7
43,,Afghanistan,05/03/20,79,5.7,8
44,,Afghanistan,06/03/20,53,8.7,12
45,,Afghanistan,07/03/20,39,8.7,10
46,,Afghanistan,08/03/20,34,8.7,9
47,,Afghanistan,09/03/20,54,5.8,8
48,,Afghanistan,10/03/20,74,4.3,6
49,,Afghanistan,11/03/20,71,4.3,9
50,,Afghanistan,12/03/20,70,4.3,7
51,,Afghanistan,13/03/20,52,11.6,13
52,,Afghanistan,14/03/20,31,11.6,14
53,,Afghanistan,15/03/20,30,11.6,14
54,,Afghanistan,16/03/20,32,10.2,14
55,,Afghanistan,17/03/20,44,11.6,15
56,,Afghanistan,18/03/20,44,12,17
57,,Afghanistan,19/03/20,39,12.5,17
58,,Afghanistan,20/03/20,54,9.1,13
59,,Afghanistan,21/03/20,61,9.2,15
60,,Albania,22/01/20,51,7,11
61,,Albania,23/01/20,52,8.7,14
62,,Albania,24/01/20,56,8.7,15
63,,Albania,25/01/20,78,3.7,12
64,,Albania,26/01/20,78,3.7,14
65,,Albania,27/01/20,86,5.4,13
66,,Albania,28/01/20,84,3.7,12
67,,Albania,29/01/20,83,3.7,13
68,,Albania,30/01/20,75,7,13
69,,Albania,31/01/20,65,8.7,14
70,,Albania,01/02/20,80,7.1,14
71,,Albania,02/02/20,82,8.7,15
72,,Albania,03/02/20,81,8.7,15
73,,Albania,04/02/20,82,7.1,16
74,,Albania,05/02/20,71,8.7,8
75,,Albania,06/02/20,56,8.7,6
76,,Albania,07/02/20,51,8.7,9
77,,Albania,08/02/20,59,8.7,14
78,,Albania,09/02/20,65,8.7,13
79,,Albania,10/02/20,77,5.6,12
80,,Albania,11/02/20,78,4,14
81,,Albania,12/02/20,80,4,16
82,,Albania,13/02/20,64,8.7,16
83,,Albania,14/02/20,78,4,9
84,,Albania,15/02/20,66,8.7,15
85,,Albania,16/02/20,61,8.7,16
86,,Albania,17/02/20,62,8.7,15
87,,Albania,18/02/20,70,8.7,14
88,,Albania,19/02/20,77,8.7,15
89,,Albania,20/02/20,76,5.6,11
90,,Albania,21/02/20,57,8.7,11
91,,Albania,22/02/20,54,8.7,12
92,,Albania,23/02/20,54,8.7,14
93,,Albania,24/02/20,62,8.7,16
94,,Albania,25/02/20,71,8.7,17
95,,Albania,26/02/20,74,7.2,17
96,,Albania,27/02/20,79,4.2,7
97,,Albania,28/02/20,83,4.2,9
98,,Albania,29/02/20,58,8.7,11
99,,Albania,01/03/20,57,8.7,14
100,,Albania,02/03/20,71,7.2,18
101,,Albania,03/03/20,73,4.2,17
102,,Albania,04/03/20,85,4.2,11
103,,Albania,05/03/20,75,8.7,13
104,,Albania,06/03/20,68,4.2,12
105,,Albania,07/03/20,87,5.7,13
106,,Albania,08/03/20,87,4.3,11
107,,Albania,09/03/20,82,4.3,13
108,,Albania,10/03/20,74,11.4,11
109,,Albania,11/03/20,69,11.6,15
110,,Albania,12/03/20,68,11.6,21
111,,Albania,13/03/20,66,11.6,20
112,,Albania,14/03/20,71,11.6,20
113,,Albania,15/03/20,77,7.4,15
114,,Albania,16/03/20,63,11.6,17
115,,Albania,17/03/20,60,11.6,15
116,,Albania,18/03/20,60,11.6,19
117,,Albania,19/03/20,60,11.6,17
118,,Albania,20/03/20,62,11.6,18
119,,Albania,21/03/20,63,11.6,19
120,,Algeria,22/01/20,50,10.5,19
121,,Algeria,23/01/20,59,10.5,20
122,,Algeria,24/01/20,50,10.5,21
123,,Algeria,25/01/20,46,10.5,20
124,,Algeria,26/01/20,63,6.8,17
125,,Algeria,27/01/20,65,10.5,19
126,,Algeria,28/01/20,60,10.5,18
127,,Algeria,29/01/20,58,10.6,20
128,,Algeria,30/01/20,52,10.6,20
129,,Algeria,31/01/20,54,10.6,19
130,,Algeria,01/02/20,67,10.6,19
131,,Algeria,02/02/20,69,10.6,21
132,,Algeria,03/02/20,61,10.7,22
133,,Algeria,04/02/20,57,10.7,21
134,,Algeria,05/02/20,66,10.7,14
135,,Algeria,06/02/20,54,10.7,17
136,,Algeria,07/02/20,43,10.7,17
137,,Algeria,08/02/20,71,10,17
138,,Algeria,09/02/20,70,10.8,18
139,,Algeria,10/02/20,54,10.8,24
140,,Algeria,11/02/20,37,10.8,23
141,,Algeria,12/02/20,45,10.8,24
142,,Algeria,13/02/20,74,10.1,16
143,,Algeria,14/02/20,70,10.9,22
144,,Algeria,15/02/20,68,10.9,23
145,,Algeria,16/02/20,67,10.9,24
146,,Algeria,17/02/20,66,10.9,23
147,,Algeria,18/02/20,83,5.5,16
148,,Algeria,19/02/20,76,11,16
149,,Algeria,20/02/20,69,11,20
150,,Algeria,21/02/20,69,10.1,18
151,,Algeria,22/02/20,67,11.1,20
152,,Algeria,23/02/20,52,11.1,20
153,,Algeria,24/02/20,46,11.1,22
154,,Algeria,25/02/20,51,11.1,20
155,,Algeria,26/02/20,64,8.6,18
156,,Algeria,27/02/20,65,11.2,19
157,,Algeria,28/02/20,50,11.2,23
158,,Algeria,29/02/20,42,11.2,22
159,,Algeria,01/03/20,57,11.2,20
160,,Algeria,02/03/20,58,10.1,20
161,,Algeria,03/03/20,54,11.3,16
162,,Algeria,04/03/20,74,8.6,18
163,,Algeria,05/03/20,66,11.3,22
164,,Algeria,06/03/20,62,5.7,17
165,,Algeria,07/03/20,60,5.7,14
166,,Algeria,08/03/20,53,11.4,18
167,,Algeria,09/03/20,54,10.1,15
168,,Algeria,10/03/20,63,11.5,14
169,,Algeria,11/03/20,47,11.5,24
170,,Algeria,12/03/20,47,11.5,28
171,,Algeria,13/03/20,50,11.5,22
172,,Algeria,14/03/20,79,11.6,19
173,,Algeria,15/03/20,74,10.2,21
174,,Algeria,16/03/20,71,10.2,21
175,,Algeria,17/03/20,87,7.4,18
176,,Algeria,18/03/20,83,10.2,19
177,,Algeria,19/03/20,81,10.2,19
178,,Algeria,20/03/20,73,10.3,20
179,,Algeria,21/03/20,80,7.6,17
180,,Andorra,22/01/20,98,3.5,0
181,,Andorra,23/01/20,97,3.5,-1
182,,Andorra,24/01/20,91,8.7,1
183,,Andorra,25/01/20,97,3.5,1
184,,Andorra,26/01/20,94,3.5,3
185,,Andorra,27/01/20,91,8.3,2
186,,Andorra,28/01/20,90,9.9,4
187,,Andorra,29/01/20,69,9.9,5
188,,Andorra,30/01/20,89,6.6,5
189,,Andorra,31/01/20,94,6.6,4
190,,Andorra,01/02/20,89,6.6,6
191,,Andorra,02/02/20,83,10,8
192,,Andorra,03/02/20,76,10,9
193,,Andorra,04/02/20,83,10,6
194,,Andorra,05/02/20,44,10.1,6
195,,Andorra,06/02/20,38,10.1,7
196,,Andorra,07/02/20,42,6.7,7
197,,Andorra,08/02/20,62,10.2,6
198,,Andorra,09/02/20,85,10.6,6
199,,Andorra,10/02/20,77,10.6,11
200,,Andorra,11/02/20,82,10,9
201,,Andorra,12/02/20,87,8.5,7
202,,Andorra,13/02/20,89,8.5,8
203,,Andorra,14/02/20,69,10.7,10
204,,Andorra,15/02/20,63,10.7,10
205,,Andorra,16/02/20,53,10.8,9
206,,Andorra,17/02/20,62,10.8,12
207,,Andorra,18/02/20,70,10.8,7
208,,Andorra,19/02/20,56,10.8,10
209,,Andorra,20/02/20,40,10.9,12
210,,Andorra,21/02/20,47,10.9,12
211,,Andorra,22/02/20,33,10.9,14
212,,Andorra,23/02/20,38,11,16
213,,Andorra,24/02/20,31,11,16
214,,Andorra,25/02/20,50,10.1,9
215,,Andorra,26/02/20,69,10.1,3
216,,Andorra,27/02/20,75,7,8
217,,Andorra,28/02/20,87,10.1,9
218,,Andorra,29/02/20,87,8.6,9
219,,Andorra,01/03/20,89,5.6,5
220,,Andorra,02/03/20,93,5.6,3
221,,Andorra,03/03/20,88,5.6,0
222,,Andorra,04/03/20,87,5.6,5
223,,Andorra,05/03/20,97,5.6,5
224,,Andorra,06/03/20,83,7.1,0
225,,Andorra,07/03/20,88,10.1,1
226,,Andorra,08/03/20,77,11.3,7
227,,Andorra,09/03/20,86,10.1,1
228,,Andorra,10/03/20,79,8.7,11
229,,Andorra,11/03/20,55,11.4,16
230,,Andorra,12/03/20,63,11.5,15
231,,Andorra,13/03/20,94,7.2,10
232,,Andorra,14/03/20,83,11.6,11
233,,Andorra,15/03/20,85,10.2,10
234,,Andorra,16/03/20,99,6,3
235,,Andorra,17/03/20,92,7.4,10
236,,Andorra,18/03/20,85,7.4,13
237,,Andorra,19/03/20,72,11.6,12
238,,Andorra,20/03/20,74,11.6,9
239,,Andorra,21/03/20,68,11.6,10
240,,Barbuda,22/01/20,77,8.7,25
241,,Barbuda,23/01/20,80,8.7,26
242,,Barbuda,24/01/20,81,4.2,26
243,,Barbuda,25/01/20,75,8.7,26
244,,Barbuda,26/01/20,75,5.7,26
245,,Barbuda,27/01/20,74,11.6,26
246,,Barbuda,28/01/20,73,10.2,26
247,,Barbuda,29/01/20,72,10.2,26
248,,Barbuda,30/01/20,73,10.2,26
249,,Barbuda,31/01/20,73,11.6,26
250,,Barbuda,01/02/20,75,11.6,26
251,,Barbuda,02/02/20,76,11.6,26
252,,Barbuda,03/02/20,74,8.7,26
253,,Barbuda,04/02/20,76,8.7,26
254,,Barbuda,05/02/20,79,5.8,26
255,,Barbuda,06/02/20,77,8.7,26
256,,Barbuda,07/02/20,75,8.7,26
257,,Barbuda,08/02/20,75,11.6,26
258,,Barbuda,09/02/20,76,7.3,26
259,,Barbuda,10/02/20,75,7.3,26
260,,Barbuda,11/02/20,75,7.3,26
261,,Barbuda,12/02/20,78,5.9,25
262,,Barbuda,13/02/20,75,5.9,26
263,,Barbuda,14/02/20,77,8.7,26
264,,Barbuda,15/02/20,79,7.3,26
265,,Barbuda,16/02/20,78,10.2,26
266,,Barbuda,17/02/20,78,8.7,26
267,,Barbuda,18/02/20,75,7.3,26
268,,Barbuda,19/02/20,75,7.3,26
269,,Barbuda,20/02/20,73,11.6,25
270,,Barbuda,21/02/20,74,11.6,25
271,,Barbuda,22/02/20,74,11.6,26
272,,Barbuda,23/02/20,68,11.6,26
273,,Barbuda,24/02/20,71,10.2,26
274,,Barbuda,25/02/20,78,11.6,26
275,,Barbuda,26/02/20,79,5.9,25
276,,Barbuda,27/02/20,75,7.3,26
277,,Barbuda,28/02/20,77,7.3,26
278,,Barbuda,29/02/20,80,7.4,25
279,,Barbuda,01/03/20,74,11.6,25
280,,Barbuda,02/03/20,71,11.6,25
281,,Barbuda,03/03/20,77,11.6,25
282,,Barbuda,04/03/20,77,7.4,26
283,,Barbuda,05/03/20,75,11.6,26
284,,Barbuda,06/03/20,76,8.8,26
285,,Barbuda,07/03/20,76,11.6,25
286,,Barbuda,08/03/20,68,11.6,25
287,,Barbuda,09/03/20,70,11.6,25
288,,Barbuda,10/03/20,73,11.6,26
289,,Barbuda,11/03/20,76,10.2,25
290,,Barbuda,12/03/20,78,7.4,26
291,,Barbuda,13/03/20,77,10.2,26
292,,Barbuda,14/03/20,75,7.4,25
293,,Barbuda,15/03/20,72,6,25
294,,Barbuda,16/03/20,68,7.4,26
295,,Barbuda,17/03/20,70,10.2,26
296,,Barbuda,18/03/20,77,8.8,26
297,,Barbuda,19/03/20,77,8.8,25
298,,Barbuda,20/03/20,75,8.8,26
299,,Barbuda,21/03/20,77,8.8,25
300,,Argentina,22/01/20,61,10.5,33
301,,Argentina,23/01/20,49,11.6,34
302,,Argentina,24/01/20,35,11.6,37
303,,Argentina,25/01/20,33,11.6,37
304,,Argentina,26/01/20,38,11.6,36
305,,Argentina,27/01/20,36,11.6,30
306,,Argentina,28/01/20,33,11.6,33
307,,Argentina,29/01/20,42,9.3,31
308,,Argentina,30/01/20,39,11.6,31
309,,Argentina,31/01/20,24,11.6,37
310,,Argentina,01/02/20,27,11.6,37
311,,Argentina,02/02/20,31,11.6,38
312,,Argentina,03/02/20,36,11.6,37
313,,Argentina,04/02/20,45,11.6,37
314,,Argentina,05/02/20,43,11.6,34
315,,Argentina,06/02/20,48,10.4,38
316,,Argentina,07/02/20,61,10.4,32
317,,Argentina,08/02/20,54,10.4,31
318,,Argentina,09/02/20,49,11.6,28
319,,Argentina,10/02/20,44,11.6,28
320,,Argentina,11/02/20,51,11.6,31
321,,Argentina,12/02/20,49,11.6,31
322,,Argentina,13/02/20,48,11.6,34
323,,Argentina,14/02/20,45,10.4,34
324,,Argentina,15/02/20,20,11.6,41
325,,Argentina,16/02/20,34,11.6,40
326,,Argentina,17/02/20,65,9.1,35
327,,Argentina,18/02/20,48,11.6,28
328,,Argentina,19/02/20,39,11.6,34
329,,Argentina,20/02/20,33,11.6,24
330,,Argentina,21/02/20,39,11.6,24
331,,Argentina,22/02/20,43,11.6,28
332,,Argentina,23/02/20,45,11.6,31
333,,Argentina,24/02/20,41,11.6,33
334,,Argentina,25/02/20,37,9,30
335,,Argentina,26/02/20,43,11.6,28
336,,Argentina,27/02/20,35,11.6,34
337,,Argentina,28/02/20,31,11.6,36
338,,Argentina,29/02/20,41,11.6,37
339,,Argentina,01/03/20,29,11.6,38
340,,Argentina,02/03/20,33,11.6,36
341,,Argentina,03/03/20,40,11.6,38
342,,Argentina,04/03/20,39,11.6,37
343,,Argentina,05/03/20,43,11.6,33
344,,Argentina,06/03/20,39,9,34
345,,Argentina,07/03/20,43,11.6,35
346,,Argentina,08/03/20,34,11.6,38
347,,Argentina,09/03/20,45,11.6,31
348,,Argentina,10/03/20,60,10.3,26
349,,Argentina,11/03/20,70,11.6,28
350,,Argentina,12/03/20,67,11.6,36
351,,Argentina,13/03/20,44,11.6,38
352,,Argentina,14/03/20,47,11.6,33
353,,Argentina,15/03/20,52,10.3,24
354,,Argentina,16/03/20,52,11.6,28
355,,Argentina,17/03/20,61,10.3,29
356,,Argentina,18/03/20,67,8.9,26
357,,Argentina,19/03/20,59,11.6,27
358,,Argentina,20/03/20,42,11.6,30
359,,Argentina,21/03/20,36,11.6,32
360,,Armenia,22/01/20,53,9.9,1
361,,Armenia,23/01/20,58,8.3,1
362,,Armenia,24/01/20,64,6.6,1
363,,Armenia,25/01/20,39,9.9,-1
364,,Armenia,26/01/20,41,10,3
365,,Armenia,27/01/20,41,10,5
366,,Armenia,28/01/20,43,10,3
367,,Armenia,29/01/20,49,10,5
368,,Armenia,30/01/20,54,10,6
369,,Armenia,31/01/20,61,8.3,6
370,,Armenia,01/02/20,81,6.7,2
371,,Armenia,02/02/20,53,10.1,3
372,,Armenia,03/02/20,46,10.1,5
373,,Armenia,04/02/20,72,6.7,2
374,,Armenia,05/02/20,83,6.7,4
375,,Armenia,06/02/20,76,10.2,7
376,,Armenia,07/02/20,72,6.7,8
377,,Armenia,08/02/20,75,5.1,7
378,,Armenia,09/02/20,65,6.7,-4
379,,Armenia,10/02/20,44,6.8,-4
380,,Armenia,11/02/20,61,10.3,-4
381,,Armenia,12/02/20,64,10.3,-5
382,,Armenia,13/02/20,79,5.4,-1
383,,Armenia,14/02/20,70,10,3
384,,Armenia,15/02/20,53,7,0
385,,Armenia,16/02/20,57,8.5,1
386,,Armenia,17/02/20,78,5.4,0
387,,Armenia,18/02/20,80,8.5,3
388,,Armenia,19/02/20,84,8.5,2
389,,Armenia,20/02/20,90,5.5,2
390,,Armenia,21/02/20,95,5.5,4
391,,Armenia,22/02/20,88,7,5
392,,Armenia,23/02/20,81,7,7
393,,Armenia,24/02/20,69,10.1,9
394,,Armenia,25/02/20,68,7,6
395,,Armenia,26/02/20,40,11.1,7
396,,Armenia,27/02/20,43,11.1,9
397,,Armenia,28/02/20,41,11.1,9
398,,Armenia,29/02/20,49,8.6,11
399,,Armenia,01/03/20,70,7.1,11
400,,Armenia,02/03/20,54,11.2,11
401,,Armenia,03/03/20,55,11.2,12
402,,Armenia,04/03/20,41,11.3,15
403,,Armenia,05/03/20,39,7.1,12
404,,Armenia,06/03/20,39,7.1,13
405,,Armenia,07/03/20,48,11.6,15
406,,Armenia,08/03/20,50,11.6,16
407,,Armenia,09/03/20,39,11.6,18
408,,Armenia,10/03/20,26,11.6,18
409,,Armenia,11/03/20,32,11.6,18
410,,Armenia,12/03/20,40,11.6,19
411,,Armenia,13/03/20,42,7.4,17
412,,Armenia,14/03/20,66,7.4,14
413,,Armenia,15/03/20,54,11.6,16
414,,Armenia,16/03/20,53,7.4,14
415,,Armenia,17/03/20,70,6,11
416,,Armenia,18/03/20,66,6,9
417,,Armenia,19/03/20,66,7.4,12
418,,Armenia,20/03/20,52,7.4,13
419,,Armenia,21/03/20,48,10.2,14
420,,Aruba,22/01/20,82,8.6,27
421,,Aruba,23/01/20,79,11.3,26
422,,Aruba,24/01/20,78,8.6,26
423,,Aruba,25/01/20,77,10.1,27
424,,Aruba,26/01/20,82,8.6,27
425,,Aruba,27/01/20,82,11.3,27
426,,Aruba,28/01/20,80,8.6,27
427,,Aruba,29/01/20,79,8.6,27
428,,Aruba,30/01/20,81,5.7,27
429,,Aruba,31/01/20,83,7.2,27
430,,Aruba,01/02/20,82,10.1,27
431,,Aruba,02/02/20,82,7.2,27
432,,Aruba,03/02/20,81,11.4,27
433,,Aruba,04/02/20,79,11.4,27
434,,Aruba,05/02/20,79,11.4,26
435,,Aruba,06/02/20,82,8.6,26
436,,Aruba,07/02/20,83,8.6,26
437,,Aruba,08/02/20,80,11.4,26
438,,Aruba,09/02/20,81,8.7,26
439,,Aruba,10/02/20,81,11.4,26
440,,Aruba,11/02/20,81,8.7,26
441,,Aruba,12/02/20,82,8.7,26
442,,Aruba,13/02/20,83,10.1,26
443,,Aruba,14/02/20,82,5.7,26
444,,Aruba,15/02/20,83,11.4,26
445,,Aruba,16/02/20,84,11.5,26
446,,Aruba,17/02/20,82,10.1,26
447,,Aruba,18/02/20,84,5.7,27
448,,Aruba,19/02/20,84,5.7,26
449,,Aruba,20/02/20,83,8.7,27
450,,Aruba,21/02/20,82,11.5,26
451,,Aruba,22/02/20,82,8.8,26
452,,Aruba,23/02/20,79,11.6,26
453,,Aruba,24/02/20,80,10.2,26
454,,Aruba,25/02/20,84,7.4,26
455,,Aruba,26/02/20,84,11.6,27
456,,Aruba,27/02/20,81,8.8,27
457,,Aruba,28/02/20,80,8.8,26
458,,Aruba,29/02/20,77,10.2,26
459,,Aruba,01/03/20,78,7.4,27
460,,Aruba,02/03/20,76,8.8,27
461,,Aruba,03/03/20,76,8.8,27
462,,Aruba,04/03/20,79,8.8,27
463,,Aruba,05/03/20,78,8.8,27
464,,Aruba,06/03/20,79,7.4,27
465,,Aruba,07/03/20,78,11.6,26
466,,Aruba,08/03/20,79,10.2,27
467,,Aruba,09/03/20,77,7.4,27
468,,Aruba,10/03/20,78,10.2,27
469,,Aruba,11/03/20,80,8.8,27
470,,Aruba,12/03/20,80,10.2,26
471,,Aruba,13/03/20,79,10.2,27
472,,Aruba,14/03/20,79,8.8,27
473,,Aruba,15/03/20,79,6,27
474,,Aruba,16/03/20,80,6,26
475,,Aruba,17/03/20,75,11.6,26
476,,Aruba,18/03/20,79,8.8,26
477,,Aruba,19/03/20,78,7.4,27
478,,Aruba,20/03/20,77,7.4,27
479,,Aruba,21/03/20,76,7.4,27
480,Australian Capital Territory,Australia,22/01/20,47,11.6,30
481,From Diamond Princess,Australia,22/01/20,47,11.6,30
482,New South Wales,Australia,22/01/20,47,11.6,30
483,Northern Territory,Australia,22/01/20,47,11.6,30
484,Queensland,Australia,22/01/20,47,11.6,30
485,South Australia,Australia,22/01/20,47,11.6,30
486,Tasmania,Australia,22/01/20,47,11.6,30
487,Victoria,Australia,22/01/20,47,11.6,30
488,Western Australia,Australia,22/01/20,47,11.6,30
489,Australian Capital Territory,Australia,23/01/20,41,10.5,30
490,From Diamond Princess,Australia,23/01/20,41,10.5,30
491,New South Wales,Australia,23/01/20,41,10.5,30
492,Northern Territory,Australia,23/01/20,41,10.5,30
493,Queensland,Australia,23/01/20,41,10.5,30
494,South Australia,Australia,23/01/20,41,10.5,30
495,Tasmania,Australia,23/01/20,41,10.5,30
496,Victoria,Australia,23/01/20,41,10.5,30
497,Western Australia,Australia,23/01/20,41,10.5,30
498,Australian Capital Territory,Australia,24/01/20,45,11.6,27
499,From Diamond Princess,Australia,24/01/20,45,11.6,27
500,New South Wales,Australia,24/01/20,45,11.6,27
501,Northern Territory,Australia,24/01/20,45,11.6,27
502,Queensland,Australia,24/01/20,45,11.6,27
503,South Australia,Australia,24/01/20,45,11.6,27
504,Tasmania,Australia,24/01/20,45,11.6,27
505,Victoria,Australia,24/01/20,45,11.6,27
506,Western Australia,Australia,24/01/20,45,11.6,27
507,Australian Capital Territory,Australia,25/01/20,63,10.5,31
508,From Diamond Princess,Australia,25/01/20,63,10.5,31
509,New South Wales,Australia,25/01/20,63,10.5,31
510,Northern Territory,Australia,25/01/20,63,10.5,31
511,Queensland,Australia,25/01/20,63,10.5,31
512,South Australia,Australia,25/01/20,63,10.5,31
513,Tasmania,Australia,25/01/20,63,10.5,31
514,Victoria,Australia,25/01/20,63,10.5,31
515,Western Australia,Australia,25/01/20,63,10.5,31
516,Australian Capital Territory,Australia,26/01/20,54,11.6,32
517,From Diamond Princess,Australia,26/01/20,54,11.6,32
518,New South Wales,Australia,26/01/20,54,11.6,32
519,Northern Territory,Australia,26/01/20,54,11.6,32
520,Queensland,Australia,26/01/20,54,11.6,32
521,South Australia,Australia,26/01/20,54,11.6,32
522,Tasmania,Australia,26/01/20,54,11.6,32
523,Victoria,Australia,26/01/20,54,11.6,32
524,Western Australia,Australia,26/01/20,54,11.6,32
525,Australian Capital Territory,Australia,27/01/20,52,11.6,34
526,From Diamond Princess,Australia,27/01/20,52,11.6,34
527,New South Wales,Australia,27/01/20,52,11.6,34
528,Northern Territory,Australia,27/01/20,52,11.6,34
529,Queensland,Australia,27/01/20,52,11.6,34
530,South Australia,Australia,27/01/20,52,11.6,34
531,Tasmania,Australia,27/01/20,52,11.6,34
532,Victoria,Australia,27/01/20,52,11.6,34
533,Western Australia,Australia,27/01/20,52,11.6,34
534,Australian Capital Territory,Australia,28/01/20,53,10.4,33
535,From Diamond Princess,Australia,28/01/20,53,10.4,33
536,New South Wales,Australia,28/01/20,53,10.4,33
537,Northern Territory,Australia,28/01/20,53,10.4,33
538,Queensland,Australia,28/01/20,53,10.4,33
539,South Australia,Australia,28/01/20,53,10.4,33
540,Tasmania,Australia,28/01/20,53,10.4,33
541,Victoria,Australia,28/01/20,53,10.4,33
542,Western Australia,Australia,28/01/20,53,10.4,33
543,Australian Capital Territory,Australia,29/01/20,55,11.6,36
544,From Diamond Princess,Australia,29/01/20,55,11.6,36
545,New South Wales,Australia,29/01/20,55,11.6,36
546,Northern Territory,Australia,29/01/20,55,11.6,36
547,Queensland,Australia,29/01/20,55,11.6,36
548,South Australia,Australia,29/01/20,55,11.6,36
549,Tasmania,Australia,29/01/20,55,11.6,36
550,Victoria,Australia,29/01/20,55,11.6,36
551,Western Australia,Australia,29/01/20,55,11.6,36
552,Australian Capital Territory,Australia,30/01/20,41,11.6,37
553,From Diamond Princess,Australia,30/01/20,41,11.6,37
554,New South Wales,Australia,30/01/20,41,11.6,37
555,Northern Territory,Australia,30/01/20,41,11.6,37
556,Queensland,Australia,30/01/20,41,11.6,37
557,South Australia,Australia,30/01/20,41,11.6,37
558,Tasmania,Australia,30/01/20,41,11.6,37
559,Victoria,Australia,30/01/20,41,11.6,37
560,Western Australia,Australia,30/01/20,41,11.6,37
561,Australian Capital Territory,Australia,31/01/20,35,11.6,40
562,From Diamond Princess,Australia,31/01/20,35,11.6,40
563,New South Wales,Australia,31/01/20,35,11.6,40
564,Northern Territory,Australia,31/01/20,35,11.6,40
565,Queensland,Australia,31/01/20,35,11.6,40
566,South Australia,Australia,31/01/20,35,11.6,40
567,Tasmania,Australia,31/01/20,35,11.6,40
568,Victoria,Australia,31/01/20,35,11.6,40
569,Western Australia,Australia,31/01/20,35,11.6,40
570,Australian Capital Territory,Australia,01/02/20,33,11.6,39
571,From Diamond Princess,Australia,01/02/20,33,11.6,39
572,New South Wales,Australia,01/02/20,33,11.6,39
573,Northern Territory,Australia,01/02/20,33,11.6,39
574,Queensland,Australia,01/02/20,33,11.6,39
575,South Australia,Australia,01/02/20,33,11.6,39
576,Tasmania,Australia,01/02/20,33,11.6,39
577,Victoria,Australia,01/02/20,33,11.6,39
578,Western Australia,Australia,01/02/20,33,11.6,39
579,Australian Capital Territory,Australia,02/02/20,41,11.6,34
580,From Diamond Princess,Australia,02/02/20,41,11.6,34
581,New South Wales,Australia,02/02/20,41,11.6,34
582,Northern Territory,Australia,02/02/20,41,11.6,34
583,Queensland,Australia,02/02/20,41,11.6,34
584,South Australia,Australia,02/02/20,41,11.6,34
585,Tasmania,Australia,02/02/20,41,11.6,34
586,Victoria,Australia,02/02/20,41,11.6,34
587,Western Australia,Australia,02/02/20,41,11.6,34
588,Australian Capital Territory,Australia,03/02/20,41,11.6,27
589,From Diamond Princess,Australia,03/02/20,41,11.6,27
590,New South Wales,Australia,03/02/20,41,11.6,27
591,Northern Territory,Australia,03/02/20,41,11.6,27
592,Queensland,Australia,03/02/20,41,11.6,27
593,South Australia,Australia,03/02/20,41,11.6,27
594,Tasmania,Australia,03/02/20,41,11.6,27
595,Victoria,Australia,03/02/20,41,11.6,27
596,Western Australia,Australia,03/02/20,41,11.6,27
597,Australian Capital Territory,Australia,04/02/20,50,11.6,25
598,From Diamond Princess,Australia,04/02/20,50,11.6,25
599,New South Wales,Australia,04/02/20,50,11.6,25
600,Northern Territory,Australia,04/02/20,50,11.6,25
601,Queensland,Australia,04/02/20,50,11.6,25
602,South Australia,Australia,04/02/20,50,11.6,25
603,Tasmania,Australia,04/02/20,50,11.6,25
604,Victoria,Australia,04/02/20,50,11.6,25
605,Western Australia,Australia,04/02/20,50,11.6,25
